President,Year,Month,Day,Meeting Text,URL,Index,NARA Catalog,Locations,People,Notes,Diary Type,Image File Format,Machine Readable Text,Number of Pages
"Hoover, Herbert Clark, Pres. U.S., 1874-1964",1929,1,6,"•Rickard, Edgar  - (ARA, Director General, 1922-)
•Virginia, Hampton Roads, UTAH anchored 
•Barrett, John  - (Pan American Union)
•Stone, Harlan F.  - (Attorney General)
•Rose, L.S  - (Pan American Union)
•Shortridge, Samuel M.  - (Sen., California)
•Robinson, Henry M.  - (Los Angeles Trust Company)
•Hoover, Herbert  - (Arrived Hampton Roads, Virginia)
•Work, Hubert  - (Chmn., Republican National Committee)
•Donovan, William J.  - (Assistant Attorney General)
•Fort, Franklin W.  - (Rep., New Jersey)
•Brown, Walter F.  - (Asst. Sec. of Commerce)
•Hoover, Herbert  - (Washington, D.C.)",http://www.ecommcode2.com/hoover/calendar/dayView.cfm?seqNum=2762,http://www.ecommcode2.com/hoover/calendar/yearByMonth.cfm?year=1929,,"Virginia, Hampton Roads, UTAH anchored","Barrett, John ",," Herbert Hoover and his staff maintained a daily appointment calendar for the years 1917 and 1918 and again from 1921 to 1964. No calendar has been located for the years 1919 and 1920. In general, the calendar entries include the name of the visitor and perhaps the name of an organization. The calendar entries generally do not include chance or unscheduled meetings with Mr. Hoover or the names of all of the members of groups that met with Hoover.

The appointment calendar was transcribed by Mildred Mather and converted to a database by Patrick Wildenberg, both archivists at the Hoover Library.",,,
Herbert Hoover,1929,1,7,"Fess, Simeon D.  - (Sen., Ohio)
•Coolidge, Calvin  - (President)
•Burton, Theodore E.  - (Sen.-elect, Ohio)
•Kean, Hamilton F.  - (Sen., New Jersey)
•Moses, George H.  - (Sen., New Hampshire)
•Brown, Walter F. 
•Collier, Barron G. 
•Tilson, John Q.  - (Rep., Connecticut)
•Lenroot, Irvine L.  - (Sen., Wisconsin)
•Work, Hubert 
•Pomeroy, Daniel E.  - (v. chmn., Rep. Nat. Com., NJ)
•Edge, Walter E.  - (Sen.-elect, New Jersey)
•Rickard, Edgar 
•Sackett, Frederic M., Jr.  - (Sen., Kentucky)
•Donovan, William J. 
•Snell, Bertrand H.  - (Rep., New York)
•Robinson, Henry M. 
•Klein, Julius H.  - (BF&DC, Director)
•Curtis, Charles F.  - (Sen., Kansas)",http://www.ecommcode2.com/hoover/calendar/dayView.cfm?seqNum=2763,,,,,,,N,Y,
Franklin D. Roosevelt,1933,3,4,"10:00am  Pres. Herbert Hoover arrived. No appointments. Said good-bye to office staff Office USH
10:40am Pres. Herbert Hoover: Returned from Office White House USH
10:45am The Cabinet, Sen. George H. Moses, Spkr. Henry T. Rainey arrived. Received by Pres. and Mrs. Herbert Hoover in Blue Room White House USH
10:50am FDR and ER arrived but remained in cars under North Portico where Pres. and Mrs. Herbert Hoover greeted them White House USH
10:55am Party left for the Capitol, Washington, DC White House USH
1:30pm FDR, ER and family arrived from Capitol White House USH
1:45pm (luncheon - State Dining Room) Buffet for 92 guests White House USH
2:30pm FDR and party left for reviewing stands White House USH
5:15pm
ER returned to house. Received tea guests in State Dining Room
White House
USH
6:00pm
FDR returned from parade and went to Study on second floor
White House
USH
6:05pm
Cabinet officers arrived and were sworn in by Justice Benjamin N. Cardozo. FDR immediately called his new cabinet in session
White House
USH
7:15pm
FDR joined ER and received tea guests in Blue Room
White House
USH
7:45pm
(supper - State Dining Room) Buffet. 75 guests
White House
USH
9:55pm –
1:00am
ER, family, and dinner guests left for Inaugural Ball at Washington, DC auditorium
Note: Retired at 0105 next day
White House
USH
ER
Arrived at White House at 1050. In White House the rest of the day.
USH
Houseguest
Sarah Delano Roosevelt, Mr. and Mrs. Curtis Dall and children, Mr. and Mrs. James Roosevelt, Mr. and Mrs. Elliott Roosevelt, Franklin D. Roosevelt, Jr., John Roosevelt
Note: Usher's log does not give arrival times.
USH
Houseguest
Lt. Col. and Mrs. John Boettiger (dep. 1730)
USH",http://www.fdrlibrary.marist.edu/daybyday/daylog/march-4th-1933/,,,,,,,,y,
Franklin D. Roosevelt,1933,3,5,"1:05am
Retired from previous day
White House
USH
11:00am –
12:55pm
FDR, ER, and family left for St. Thomas Church. Photos on South Grounds on way out.
White House
USH
1:00pm
(lunch) 20 guests
White House
USH
2:00pm
Cabinet meeting in Study. Senate and House leaders notified of extra session of Congress to begin on Thursday, 3/9/33.
Note: Usher's log erroneously says ""Thurs. 3/8/33"". Thursday was actually 3/9/33, which was the date of this first session of the new Congress
White House
USH
7:00pm
(dinner) 9 guests
White House
USH
11:30pm
American Legion radio broadcast in Study
Note: Retired at 0045 next day
White House
STE, USH
ER
In Washington, DC
USH
Houseguest
Curtis Dall (dep. 5:00), Franklin D. Roosevelt, Jr. (dep. 7:30), John Roosevelt (dep. 7:30)
USH",http://www.fdrlibrary.marist.edu/daybyday/daylog/march-5th-1933/,,,,,,,Y,Y,
Franklin D. Roosevelt,1933,3,6,"12:45am
Retired from previous day
White House
USH
10:00am –
11:00am
ER, James Roosevelt to Senate Chamber at Capitol for funeral services of Sen. Walsh (MT)
Note: Appointment diary shows ""Commodore Patterson"" in 0800-0900 time slots without explanation
White House
USH
11:00am
Governors of several states assembled in East Room
White House
USH
11:10am
Addressed Governor's Conference in East Room
White House
USH
11:50am
To Office
Note: Not clear whether ""luncheon"" notation in usher's log means in office or subsequently at Governor's buffet luncheon
White House
USH
1:07pm
Returned from Office. Greeted Governors and ladies at buffet luncheon in State Dining Room
White House
USH
1:42pm
To Office
White House
USH
5:10pm
Returned from Office . Joined tea guests in Red Parlor
White House
USH
6:00pm
Sec. of Treasury William H. Woodin, U Sec. Ballantine, Sec. of Commerce Henry A. Wallace, Dir. of Budget William O. Douglas, former Sec. Daniels in Study
White House
USH
7:30pm
(dinner) Mrs. Isabella S. Greenway
White House
USH
10:50pm
Retired
White House
USH
ER
In Washington, DC
USH
Houseguest
Mrs. James Roosevelt (dep.), Miss Nancy Cook (arr.)
Note: Usher's log frequently does not show arrival and departure times during the first few months.
USH",http://www.fdrlibrary.marist.edu/daybyday/daylog/march-6th-1933/,,,,,,,Y,Y,
Franklin D. Roosevelt,1933,3,7,"10:17am
To Office
Note: Appointment diary lists Marvin Jones, (Sen. E.D.?) Smith, (Sen. W.F.?) George, (Gov. R.B.?) Russell, ""Byrney"" (Sen. J.F. Byrnes?), (Asst. Sec. State Raymond?) Moley, Lewis ""Douglass"" (Budget Dir. L.W. Douglas?) with shorthand notations; no time shown
White House
USH
1:00pm
(luncheon)
Note: No time shown. Assumed 1300
Office
USH
6:05pm
Returned from Office
White House
USH
6:05pm –
6:30pm
Leroy Hubbard
White House
USH
8:00pm –
9:20pm
Sec. Henry A. Wallace
White House
USH
11:30pm
Retired
White House
USH
ER
In Washington, DC
USH
Houseguest
Sarah Delano Roosevelt (dep.), Elliott Roosevelt (arr. 5:00), Mr. Hitchcock (arr. 5:00), Mrs. Baker (arr.), Louis M. Howe (arr.)
USH",http://www.fdrlibrary.marist.edu/daybyday/daylog/march-7th-1933/,,,,,,,Y,Y,
Harry S. Truman,1947,1,1,"Spent the day at work. Was aboard the Williamsburg with secretaries and miltary [sic] and naval aides, and Adm[iral] Leahy. Had a most pleasant evening-and so did everyone, apparently. Went 
to bed at 1:30 A.M. tomorrow after Chief Ph[ysician's] M[a]t[e]. Taylor 
gave me a good and thorough rub down.",http://www.trumanlibrary.org/diary/page1.htm,http://www.trumanlibrary.org/diary/,5842165,,,,,JPG,Y,
Harry S. Truman,1947,1,2,"Arose at 7:30, shaved, dressed and had breakfast at 8:15 with Adm[iral] Foskett the naval aide and Capt[ain] Freeman, Commander of the Williamsburg. Arrived at the White House about 9 A.M. Had a beautiful snow the night before. Trees in the White House yard were beautiful. R[ea]r Adm[iral] Foskett came to the House with me and then went home.
Spent the day working on messages. Called all the members of the Cabinet[,] wished them a happy New Year. Called Henry Stimson, Miss Perkins, Gen[eral] Eisenhower and Gen[eral] Flemming too.",http://www.trumanlibrary.org/diary/page2.htm,http://www.trumanlibrary.org/diary/,5842409,,,,,JPG,Y,
Harry S. Truman,1947,1,3,"Byrnes & I discussed General Marshall's last letter and decided to ask him to come home. Byrnes is going to quit on the tenth and I shall make Marshall Sec[retary] of State. Some of the crackpots will in all probability yell their heads off-but let 'em yell! Marshall is the ablest man in the whole gallery.

Mrs. Roosevelt came in at 3 P.M. to assure me that Jimmy & Elliott had nothing against me and intended no disparagement of me in their recent non-edited remarks. Said she was for me. Said she didn't like Byrnes and was sure he was not reporting Elliott correctly. Said Byrnes was always for Byrnes and no one else. I wonder! He's been loyal to me[.] In the Senate he gave me my first small appropriation, which started the Special Committee to investigate the National Defense Program on its way. He'd probably have done me a favor if he'd refused to give it.

Maybe there was something on both sides in this situation. It is a pity a great man has to have progeny! Look at Churchill's. Remember Lincoln's and Grant's. Even in collateral branches Washington's wasn't so good-and Teddy Roosevelt's are terrible.",http://www.trumanlibrary.org/diary/page3.htm,http://www.trumanlibrary.org/diary/,5842783,,,,,JPG,Y,
Harry S. Truman,1947,1,4,"Spent the day working on State of the Union, Economic and Budget messages. Having a terrible time with the Economic one. The Commission have no White House experience. I've turned them over to Steelman[,] Harriman, Snyder and Schwellenbach, and I hope for the best. The awful 79th Congress put me on the spot. Now I've a job putting the 80th on the same spot to make us even.",http://www.trumanlibrary.org/diary/page4.htm,http://www.trumanlibrary.org/diary/,5846643,,,,,JPG,Y,
